Genre,Mood,Popularity_Score,Release_Date,Customer_Rating,Play_Count,Economic_Indicator,Age,Gender,Ad_Listener,Premium_Subscription,Revenue,Listening_History,Search_History,Playlist_Additions,Liked_Tracks,Skipped_Tracks,Location,Event_Influence,Friends_Popular_Tracks,Viral_Status,ReleaseYear,Age_Group
Electronic/Dance,Melancholic,58,2011-05-30,5,1335,0.585634274,55,Female,No,Yes,8.40817187,Imagine Dragons - Believer,Lofi tracks,The Beatles - Hey Jude,The Beatles - Hey Jude,Cardi B - WAP,NY,Grammys 2023,Taylor Swift - Willow,No,2011,51-60
Rock,Relaxed,14,2011-05-31,5,39,-1.851307199,36,Others,No,Yes,8.115831832,Coldplay - Yellow,Rock classics,Adele - Hello,The Beatles - Hey Jude,Justin Bieber - Baby,Tokyo,Local Concert,Imagine Dragons - Believer,No,2011,31-40
Jazz,Melancholic,25,2011-06-01,1,565,-1.53423661,43,Female,No,Yes,8.840001023,Taylor Swift - Love Story,Beatles,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,London,Coachella 2022,Imagine Dragons - Believer,No,2011,41-50
Electronic/Dance,Relaxed,31,2011-06-02,2,1027,0.066309293,50,Others,Yes,No,0.757941497,Queen - Bohemian Rhapsody,Rock classics,Adele - Hello,Coldplay - Yellow,Imagine Dragons - Thunder,London,Billboard Top 50,Billie Eilish - Bad Guy,Yes,2011,41-50
Pop,Relaxed,72,2011-06-03,5,672,1.485193337,61,Others,No,Yes,11.56872181,Queen - Bohemian Rhapsody,Lofi tracks,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Cardi B - WAP,Paris,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2011,61-70
R&B/Soul,Relaxed,19,2011-06-04,4,321,-1.589715595,40,Male,Yes,Yes,12.11889638,The Beatles - Hey Jude,Lofi tracks,Imagine Dragons - Believer,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,London,Billboard Top 50,Queen - Bohemian Rhapsody,No,2011,31-40
Hip-Hop/Rap,Melancholic,14,2011-06-05,5,268,1.868309812,19,Female,Yes,No,3.291417736,Imagine Dragons - Believer,Lofi tracks,The Beatles - Hey Jude,Taylor Swift - Blank Space,Justin Bieber - Baby,Tokyo,Local Concert,Taylor Swift - Willow,No,2011,19-30
Hip-Hop/Rap,Energetic,57,2011-06-06,5,1021,1.795968507,31,Others,Yes,No,0.924986864,Coldplay - Yellow,Beatles,Queen - Bohemian Rhapsody,Coldplay - Yellow,Justin Bieber - Baby,NY,Coachella 2022,Coldplay - Yellow,No,2011,31-40
Hip-Hop/Rap,Melancholic,4,2011-06-07,4,988,1.746910414,62,Male,No,No,1.035368827,The Beatles - Hey Jude,Lofi tracks,Imagine Dragons - Believer,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Tokyo,Coachella 2022,Adele - Hello,No,2011,61-70
Pop,Relaxed,43,2011-06-08,2,632,1.034401611,31,Male,No,No,3.725410166,The Beatles - Hey Jude,Pop genre,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Drake - Hotline Bling,LA,Local Concert,Queen - Bohemian Rhapsody,No,2011,31-40
Country,Relaxed,48,2011-06-09,4,907,-1.913982918,46,Male,Yes,No,3.909850125,Adele - Hello,Taylor Swift,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Justin Bieber - Baby,Paris,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2011,41-50
Reggae,Relaxed,46,2011-06-10,2,601,-0.29367992,29,Male,No,No,3.490256643,Coldplay - Yellow,Queen,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Drake - Hotline Bling,NY,Grammys 2023,Imagine Dragons - Believer,No,2011,19-30
Blues,Melancholic,49,2011-06-11,2,805,-1.403792098,53,Non-Binary,Yes,No,1.018724696,Coldplay - Yellow,Beatles,Coldplay - Yellow,Queen - Bohemian Rhapsody,Justin Bieber - Baby,Paris,Billboard Top 50,Queen - Bohemian Rhapsody,Yes,2011,51-60
Pop,Energetic,74,2011-06-12,5,1271,-0.277397331,29,Non-Binary,Yes,Yes,13.24012273,Taylor Swift - Love Story,Taylor Swift,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Cardi B - WAP,London,Coachella 2022,Taylor Swift - Willow,No,2011,19-30
Blues,Energetic,100,2011-06-13,4,373,0.155804429,31,Female,Yes,Yes,13.64030056,Coldplay - Yellow,Beatles,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Drake - Hotline Bling,Paris,Coachella 2022,Imagine Dragons - Believer,No,2011,31-40
Hip-Hop/Rap,Melancholic,84,2011-06-14,4,1023,0.963880112,30,Others,No,No,2.945418072,The Beatles - Hey Jude,Rock classics,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Cardi B - WAP,Tokyo,Coachella 2022,Billie Eilish - Bad Guy,No,2011,19-30
Blues,Energetic,11,2011-06-15,2,613,1.028195137,25,Non-Binary,Yes,No,3.207534803,Taylor Swift - Love Story,Rock classics,Coldplay - Yellow,Ed Sheeran - Shape of You,Drake - Hotline Bling,Tokyo,Oscar-winning movie soundtrack,Adele - Hello,No,2011,19-30
Reggae,Energetic,87,2011-06-16,4,811,1.650246404,27,Non-Binary,Yes,Yes,12.80242283,Queen - Bohemian Rhapsody,Rock classics,Coldplay - Yellow,Taylor Swift - Blank Space,Imagine Dragons - Thunder,LA,Billboard Top 50,Coldplay - Yellow,No,2011,19-30
Jazz,Energetic,57,2011-06-17,4,1465,-0.826963614,29,Non-Binary,Yes,No,2.78066973,Imagine Dragons - Believer,Lofi tracks,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Drake - Hotline Bling,London,Local Concert,Imagine Dragons - Believer,No,2011,19-30
R&B/Soul,Relaxed,69,2011-06-18,2,894,0.222927737,23,Others,Yes,No,0.863228475,Coldplay - Yellow,Beatles,The Beatles - Hey Jude,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Paris,Local Concert,Billie Eilish - Bad Guy,No,2011,19-30
Pop,Relaxed,79,2011-06-19,2,265,-1.218821574,62,Others,Yes,Yes,8.402872467,Coldplay - Yellow,Queen,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Justin Bieber - Baby,Paris,Billboard Top 50,Imagine Dragons - Believer,No,2011,61-70
Electronic/Dance,Melancholic,40,2011-06-20,5,1326,1.10561808,48,Female,Yes,No,0.912205631,Coldplay - Yellow,Rock classics,Imagine Dragons - Believer,Coldplay - Yellow,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Adele - Hello,No,2011,41-50
Hip-Hop/Rap,Energetic,86,2011-06-21,4,514,0.363483774,63,Non-Binary,No,No,1.424045883,Coldplay - Yellow,Beatles,Adele - Hello,Billie Eilish - Bad Guy,Cardi B - WAP,London,Grammys 2023,Billie Eilish - Bad Guy,No,2011,61-70
R&B/Soul,Melancholic,19,2011-06-22,1,1270,0.172947466,43,Non-Binary,No,Yes,11.219429,Queen - Bohemian Rhapsody,Taylor Swift,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,LA,Grammys 2023,Billie Eilish - Bad Guy,No,2011,41-50
Country,Melancholic,50,2011-06-23,4,121,-1.308273096,67,Others,Yes,Yes,12.64632531,Coldplay - Yellow,Pop genre,Imagine Dragons - Believer,Taylor Swift - Blank Space,Justin Bieber - Baby,Paris,Grammys 2023,Imagine Dragons - Believer,No,2011,61-70
Classical,Melancholic,12,2011-06-24,5,94,1.624866421,65,Non-Binary,Yes,No,2.223476339,Queen - Bohemian Rhapsody,Lofi tracks,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Drake - Hotline Bling,LA,Billboard Top 50,Taylor Swift - Willow,No,2011,61-70
R&B/Soul,Energetic,23,2011-06-25,5,162,1.917994898,40,Non-Binary,Yes,No,3.944702212,Imagine Dragons - Believer,Lofi tracks,Adele - Hello,Queen - Bohemian Rhapsody,Justin Bieber - Baby,Tokyo,Billboard Top 50,Adele - Hello,No,2011,31-40
Pop,Relaxed,91,2011-06-26,1,1282,1.958217585,22,Others,No,Yes,13.98579536,Imagine Dragons - Believer,Beatles,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,Tokyo,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2011,19-30
R&B/Soul,Energetic,47,2011-06-27,5,581,-1.864147394,26,Others,Yes,No,3.848226467,Adele - Hello,Taylor Swift,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Imagine Dragons - Thunder,London,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2011,19-30
Classical,Melancholic,54,2011-06-28,5,1317,-1.413777018,56,Male,Yes,Yes,12.60408638,Coldplay - Yellow,Pop genre,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Tokyo,Grammys 2023,Imagine Dragons - Believer,No,2011,51-60
Electronic/Dance,Melancholic,98,2011-06-29,2,522,0.778204237,66,Female,No,Yes,8.752634448,Queen - Bohemian Rhapsody,Taylor Swift,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,LA,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2011,61-70
Blues,Melancholic,98,2011-06-30,5,560,-1.558087107,28,Female,Yes,Yes,11.43895918,Coldplay - Yellow,Queen,Coldplay - Yellow,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Paris,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2011,19-30
Pop,Melancholic,69,2011-07-01,5,403,-1.908203336,16,Female,Yes,No,3.55620464,Adele - Hello,Queen,Coldplay - Yellow,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,NY,Local Concert,Queen - Bohemian Rhapsody,No,2011,0-18
R&B/Soul,Relaxed,78,2011-07-02,3,713,-1.943173662,49,Non-Binary,Yes,No,2.111295655,Imagine Dragons - Believer,Beatles,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Justin Bieber - Baby,LA,Billboard Top 50,Adele - Hello,Yes,2011,41-50
R&B/Soul,Relaxed,2,2011-07-03,1,330,-0.757843711,38,Non-Binary,Yes,Yes,8.685018197,Imagine Dragons - Believer,Taylor Swift,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Cardi B - WAP,NY,Billboard Top 50,Billie Eilish - Bad Guy,No,2011,31-40
Hip-Hop/Rap,Energetic,73,2011-07-04,5,1212,0.458218752,14,Non-Binary,Yes,Yes,12.81123157,The Beatles - Hey Jude,Taylor Swift,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Drake - Hotline Bling,NY,Oscar-winning movie soundtrack,Adele - Hello,Yes,2011,0-18
Hip-Hop/Rap,Energetic,93,2011-07-05,2,634,1.724561092,55,Male,No,Yes,9.244226336,Imagine Dragons - Believer,Pop genre,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,NY,Coachella 2022,Queen - Bohemian Rhapsody,No,2011,51-60
Classical,Relaxed,44,2011-07-06,2,1109,-1.055149416,25,Male,No,No,1.476440944,Adele - Hello,Lofi tracks,Adele - Hello,Queen - Bohemian Rhapsody,Justin Bieber - Baby,NY,Grammys 2023,Taylor Swift - Willow,No,2011,19-30
Country,Melancholic,71,2011-07-07,5,1308,1.476078282,20,Male,No,No,3.124040939,Imagine Dragons - Believer,Lofi tracks,Adele - Hello,Coldplay - Yellow,Drake - Hotline Bling,London,Billboard Top 50,Queen - Bohemian Rhapsody,No,2011,19-30
R&B/Soul,Relaxed,82,2011-07-08,5,1326,1.463329656,65,Female,Yes,Yes,10.13838552,Adele - Hello,Beatles,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Justin Bieber - Baby,NY,Local Concert,Adele - Hello,No,2011,61-70
Country,Melancholic,49,2011-07-09,2,541,-1.676889883,16,Female,No,Yes,10.56688854,Coldplay - Yellow,Lofi tracks,Adele - Hello,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,NY,Grammys 2023,Imagine Dragons - Believer,No,2011,0-18
Country,Relaxed,85,2011-07-10,1,862,-1.906500108,60,Others,Yes,No,0.798077211,Taylor Swift - Love Story,Pop genre,Adele - Hello,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,LA,Coachella 2022,Taylor Swift - Willow,No,2011,51-60
Reggae,Energetic,49,2011-07-11,4,150,-1.720164865,52,Male,Yes,No,0.57903098,Queen - Bohemian Rhapsody,Beatles,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Justin Bieber - Baby,NY,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2011,51-60
Country,Melancholic,1,2011-07-12,5,203,0.314958881,43,Female,Yes,Yes,9.871771818,Imagine Dragons - Believer,Beatles,Imagine Dragons - Believer,Coldplay - Yellow,Drake - Hotline Bling,LA,Local Concert,Imagine Dragons - Believer,No,2011,41-50
Country,Melancholic,44,2011-07-13,1,214,0.092671355,67,Non-Binary,No,Yes,6.547456612,Coldplay - Yellow,Lofi tracks,Adele - Hello,Billie Eilish - Bad Guy,Cardi B - WAP,Tokyo,Billboard Top 50,Taylor Swift - Willow,No,2011,61-70
Pop,Melancholic,48,2011-07-14,3,276,0.634457373,39,Non-Binary,Yes,Yes,6.561218926,The Beatles - Hey Jude,Queen,Imagine Dragons - Believer,The Beatles - Hey Jude,Justin Bieber - Baby,London,Oscar-winning movie soundtrack,Adele - Hello,No,2011,31-40
Pop,Relaxed,60,2011-07-15,2,34,-1.318796188,26,Others,No,No,1.560037531,Queen - Bohemian Rhapsody,Queen,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Tokyo,Billboard Top 50,Coldplay - Yellow,No,2011,19-30
Blues,Melancholic,44,2011-07-16,5,398,-1.706128935,30,Male,Yes,Yes,13.04447556,Adele - Hello,Queen,Coldplay - Yellow,Taylor Swift - Blank Space,Cardi B - WAP,London,Coachella 2022,Queen - Bohemian Rhapsody,No,2011,19-30
Electronic/Dance,Energetic,31,2011-07-17,3,66,0.630176971,27,Male,No,No,3.18216332,Imagine Dragons - Believer,Beatles,Coldplay - Yellow,Coldplay - Yellow,Imagine Dragons - Thunder,London,Coachella 2022,Taylor Swift - Willow,Yes,2011,19-30
Classical,Melancholic,67,2011-07-18,2,81,-1.939296788,39,Female,No,Yes,11.53304035,The Beatles - Hey Jude,Rock classics,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,LA,Grammys 2023,Taylor Swift - Willow,No,2011,31-40
Reggae,Relaxed,61,2011-07-19,2,342,-1.349708495,23,Non-Binary,Yes,Yes,9.372192624,Queen - Bohemian Rhapsody,Beatles,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,Paris,Oscar-winning movie soundtrack,Imagine Dragons - Believer,Yes,2011,19-30
Reggae,Relaxed,98,2011-07-20,5,255,0.430520042,27,Male,Yes,Yes,11.48540261,Taylor Swift - Love Story,Lofi tracks,Adele - Hello,Taylor Swift - Blank Space,Cardi B - WAP,Paris,Local Concert,Coldplay - Yellow,No,2011,19-30
Hip-Hop/Rap,Relaxed,17,2011-07-21,1,247,-1.78525799,67,Male,Yes,No,0.500919371,Imagine Dragons - Believer,Taylor Swift,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Justin Bieber - Baby,London,Oscar-winning movie soundtrack,Adele - Hello,No,2011,61-70
R&B/Soul,Relaxed,98,2011-07-22,3,878,-1.742005196,28,Non-Binary,No,Yes,9.748045227,The Beatles - Hey Jude,Beatles,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Drake - Hotline Bling,London,Billboard Top 50,Taylor Swift - Willow,No,2011,19-30
Country,Melancholic,58,2011-07-23,3,188,-0.665854222,26,Others,Yes,No,2.092045374,Taylor Swift - Love Story,Pop genre,Coldplay - Yellow,Coldplay - Yellow,Imagine Dragons - Thunder,Paris,Coachella 2022,Coldplay - Yellow,No,2011,19-30
R&B/Soul,Melancholic,74,2011-07-24,3,1060,-1.463303408,68,Female,Yes,No,2.357788243,Taylor Swift - Love Story,Beatles,Adele - Hello,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Tokyo,Grammys 2023,Imagine Dragons - Believer,No,2011,61-70
Country,Relaxed,87,2011-07-25,4,1465,-1.558254424,24,Female,Yes,Yes,13.38454469,Taylor Swift - Love Story,Rock classics,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Cardi B - WAP,London,Coachella 2022,Adele - Hello,No,2011,19-30
Blues,Melancholic,65,2011-07-26,3,1047,-0.822337849,58,Female,Yes,No,0.930398828,Imagine Dragons - Believer,Beatles,The Beatles - Hey Jude,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,LA,Coachella 2022,Taylor Swift - Willow,No,2011,51-60
Country,Energetic,70,2011-07-27,3,1441,1.445609861,25,Others,Yes,Yes,12.65793082,Taylor Swift - Love Story,Pop genre,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,Paris,Local Concert,Billie Eilish - Bad Guy,No,2011,19-30
Jazz,Energetic,100,2011-07-28,5,1349,0.907071654,70,Others,Yes,Yes,7.434937039,Coldplay - Yellow,Beatles,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,London,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,Yes,2011,61-70
Blues,Energetic,85,2011-07-29,2,1493,-0.524456495,29,Non-Binary,No,Yes,9.894938879,The Beatles - Hey Jude,Taylor Swift,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Cardi B - WAP,Paris,Local Concert,Coldplay - Yellow,No,2011,19-30
Electronic/Dance,Melancholic,77,2011-07-30,1,358,-1.67819126,60,Female,No,No,1.906843198,Adele - Hello,Taylor Swift,Coldplay - Yellow,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Tokyo,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2011,51-60
Jazz,Energetic,13,2011-07-31,5,1172,-0.060370605,28,Others,Yes,Yes,6.818137353,Coldplay - Yellow,Lofi tracks,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Tokyo,Grammys 2023,Adele - Hello,Yes,2011,19-30
Pop,Energetic,9,2011-08-01,4,1048,-1.298892853,37,Others,Yes,No,0.720683491,Queen - Bohemian Rhapsody,Rock classics,Coldplay - Yellow,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,LA,Grammys 2023,Coldplay - Yellow,Yes,2011,31-40
Country,Melancholic,52,2011-08-02,5,654,1.665190723,55,Non-Binary,Yes,No,2.292197621,Queen - Bohemian Rhapsody,Rock classics,Adele - Hello,Taylor Swift - Blank Space,Drake - Hotline Bling,Paris,Grammys 2023,Imagine Dragons - Believer,Yes,2011,51-60
Jazz,Relaxed,19,2011-08-03,1,1031,-1.736397794,50,Male,Yes,Yes,14.82887539,The Beatles - Hey Jude,Taylor Swift,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Cardi B - WAP,London,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2011,41-50
R&B/Soul,Relaxed,73,2011-08-04,1,223,1.873611191,48,Female,No,Yes,6.023281808,Adele - Hello,Rock classics,Coldplay - Yellow,The Beatles - Hey Jude,Drake - Hotline Bling,Tokyo,Billboard Top 50,Coldplay - Yellow,No,2011,41-50
R&B/Soul,Melancholic,49,2011-08-05,3,34,-0.518406882,47,Others,Yes,No,1.32202564,Taylor Swift - Love Story,Beatles,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Drake - Hotline Bling,London,Grammys 2023,Imagine Dragons - Believer,No,2011,41-50
R&B/Soul,Melancholic,14,2011-08-06,5,204,-0.084456847,52,Others,Yes,Yes,13.63710913,Adele - Hello,Pop genre,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,Tokyo,Grammys 2023,Queen - Bohemian Rhapsody,No,2011,51-60
Hip-Hop/Rap,Relaxed,84,2011-08-07,3,1039,-1.203406274,65,Non-Binary,Yes,Yes,8.136672189,Taylor Swift - Love Story,Lofi tracks,Imagine Dragons - Believer,Taylor Swift - Blank Space,Justin Bieber - Baby,LA,Coachella 2022,Imagine Dragons - Believer,No,2011,61-70
R&B/Soul,Energetic,95,2011-08-08,1,465,0.522238962,28,Non-Binary,No,No,1.922288881,Adele - Hello,Pop genre,Adele - Hello,Taylor Swift - Blank Space,Drake - Hotline Bling,Tokyo,Local Concert,Billie Eilish - Bad Guy,No,2011,19-30
Rock,Energetic,28,2011-08-09,3,524,1.72795492,34,Male,No,No,0.561088499,Queen - Bohemian Rhapsody,Pop genre,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,LA,Coachella 2022,Imagine Dragons - Believer,No,2011,31-40
Classical,Energetic,15,2011-08-10,2,1350,1.618997474,57,Female,No,No,3.455555265,Coldplay - Yellow,Taylor Swift,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Paris,Grammys 2023,Imagine Dragons - Believer,Yes,2011,51-60
Reggae,Melancholic,71,2011-08-11,3,716,0.235859896,69,Non-Binary,Yes,Yes,12.61737535,The Beatles - Hey Jude,Queen,Adele - Hello,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Paris,Coachella 2022,Billie Eilish - Bad Guy,No,2011,61-70
Blues,Melancholic,57,2011-08-12,1,1122,-0.276995608,13,Others,Yes,No,0.973643634,The Beatles - Hey Jude,Taylor Swift,Imagine Dragons - Believer,Taylor Swift - Blank Space,Cardi B - WAP,London,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,Yes,2011,0-18
Country,Relaxed,9,2011-08-13,3,955,1.887692927,26,Non-Binary,No,Yes,9.059061119,Taylor Swift - Love Story,Taylor Swift,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,LA,Local Concert,Taylor Swift - Willow,Yes,2011,19-30
Country,Relaxed,56,2011-08-14,2,1220,-1.406682939,63,Non-Binary,Yes,Yes,11.76944747,Queen - Bohemian Rhapsody,Queen,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,Paris,Local Concert,Billie Eilish - Bad Guy,No,2011,61-70
Pop,Relaxed,62,2011-08-15,3,799,-0.56111036,38,Female,Yes,No,1.264072629,Imagine Dragons - Believer,Rock classics,The Beatles - Hey Jude,Taylor Swift - Blank Space,Drake - Hotline Bling,LA,Local Concert,Imagine Dragons - Believer,No,2011,31-40
Blues,Relaxed,55,2011-08-16,5,639,1.359749318,46,Non-Binary,No,Yes,8.209623049,The Beatles - Hey Jude,Beatles,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Cardi B - WAP,Tokyo,Billboard Top 50,Taylor Swift - Willow,No,2011,41-50
Rock,Relaxed,39,2011-08-17,3,740,1.094270698,39,Non-Binary,Yes,No,1.505940272,Queen - Bohemian Rhapsody,Lofi tracks,Adele - Hello,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,LA,Billboard Top 50,Taylor Swift - Willow,No,2011,31-40
Pop,Relaxed,42,2011-08-18,4,91,-1.745299438,32,Female,Yes,No,0.823937733,Coldplay - Yellow,Rock classics,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Drake - Hotline Bling,Paris,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2011,31-40
R&B/Soul,Melancholic,91,2011-08-19,1,917,-0.216753556,36,Others,Yes,Yes,7.656683836,Queen - Bohemian Rhapsody,Beatles,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Justin Bieber - Baby,Paris,Coachella 2022,Queen - Bohemian Rhapsody,No,2011,31-40
Country,Melancholic,68,2011-08-20,4,942,-0.387479112,52,Female,No,No,3.080428369,Queen - Bohemian Rhapsody,Pop genre,Queen - Bohemian Rhapsody,The Beatles - Hey Jude,Cardi B - WAP,Paris,Local Concert,Coldplay - Yellow,No,2011,51-60
Hip-Hop/Rap,Energetic,96,2011-08-21,4,235,-0.838655294,68,Non-Binary,Yes,No,2.721707497,Adele - Hello,Lofi tracks,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,Paris,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2011,61-70
R&B/Soul,Energetic,15,2011-08-22,1,623,-0.624860216,19,Others,Yes,No,3.185784346,Queen - Bohemian Rhapsody,Lofi tracks,Adele - Hello,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,NY,Coachella 2022,Queen - Bohemian Rhapsody,No,2011,19-30
Pop,Relaxed,56,2011-08-23,1,424,1.72898797,27,Male,Yes,Yes,7.962922144,Queen - Bohemian Rhapsody,Rock classics,Taylor Swift - Shake it Off,Coldplay - Yellow,Drake - Hotline Bling,London,Billboard Top 50,Billie Eilish - Bad Guy,No,2011,19-30
Classical,Energetic,9,2011-08-24,3,571,-0.797695654,28,Others,Yes,Yes,13.77638615,The Beatles - Hey Jude,Taylor Swift,Adele - Hello,Coldplay - Yellow,Imagine Dragons - Thunder,LA,Oscar-winning movie soundtrack,Taylor Swift - Willow,Yes,2011,19-30
Reggae,Energetic,62,2011-08-25,4,1181,1.643635089,54,Male,Yes,No,3.909372529,Coldplay - Yellow,Pop genre,Imagine Dragons - Believer,Taylor Swift - Blank Space,Imagine Dragons - Thunder,London,Billboard Top 50,Coldplay - Yellow,Yes,2011,51-60
Classical,Energetic,25,2011-08-26,4,1479,-1.988211562,44,Non-Binary,Yes,Yes,10.66667413,Imagine Dragons - Believer,Beatles,Adele - Hello,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Paris,Grammys 2023,Imagine Dragons - Believer,No,2011,41-50
